7 14 1 17 21 1 15 1 6 1 18 1 18 1 18 1 5 55 4 61 | 3 7 14 1 17 21 1 15 1 79 4 1 103 1 5 522 26 2 
34 6 1 12 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 34 6 1 52 1 7 4 1 55 21 1 87 1 83 6 25 11 49 5 1 15 1 69 9 304 1 256 191 2 
29 9 8 1 12 1 4 8 1 4 8 1 4 8 1 4 8 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 29 9 8 1 111 78 53 16 1 13 6 1 102 271 126 1 222 26 1 6 34 4 2 
5 82 5 10 | 3 5 55 6 8 2 
71 20 10 | 3 548 162 49 2 
42 1 12 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 | 3 42 1 4 8 1 12 1 82 5 11 6275 46 2 
69 4 1 5 224 | 3 104 1 37 4 2 
91 11 118 | 3 52 153 11 2 
75 11 | 3 75 11 2 
52 1 13 1 6 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 52 1 7 4 1 79 4 1 56 1 79 53 16 1 6 1 25595 163 1 52 2 
22 4 8 | 3 157 23 2 
149 | 3 217 78 2 
20 22 4 61 | 3 657 2 
39 16 1 17 21 1 15 1 6 1 5 55 4 61 | 3 39 16 1 33 1 13 1 13 8 1 19 5 2 
100 16 1 13 1 6 1 18 1 18 1 5 55 4 61 | 3 81 16 1 93 1 12 1 101 163 1 4 8 1 85 9 6 2 
42 1 18 43 330 | 3 42 1 72 23 2 
100 16 1 17 21 1 15 1 6 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 1016 1 7 23 1 74 116 1 47 1 109 18 417 1 65 1 47 1 31 4 1 125 1 161 5 11 78 69 5 43 2 
42 26 | 3 57 64 5 2 
1 45 54 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 | 3 336 2 
62 8 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 | 3 237 112 1 12 1 37 4 2 
69 4 5 1 5 224 | 3 27 78 11 2 
20 22 4 5 1 5 224 | 3 388 5 1 29 53 6 2 
42 1 113 | 3 42 1 75 18 11 2 
7 4 1 6 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 7 4 1 676 11 1 103 74 1 18 1 12 1 284 22 
42 1 17 21 1 15 1 6 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 42 1 33 1 13 1 55 21 1 15 1 103 65 1 127 1 12 1 39 5 63 315 2 
20 22 4 5 | 3 92 51 538 2 
14 26 1 6 1 4 8 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 14 26 1 64 41 1 27 206 26 1 2343 1 62 6 2 
217 158 48 1 85 139 5 | 3 189 156 1 39 16 5 2 
5 29 9 8 1 18 43 330 | 3 153 9 321 1 133 5 2 
69 4 61 | 3 31 195 2 
67 1 6 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 67 1 134 11 1 94 1 1157 12 1 82 1 5221 2 
67 1 36 1 6 1 18 1 18 1 5 55 4 61 | 3 67 1 65 1 79 4 1 15 1 15 1 65 2 
1 45 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 | 3 78 53 16 1 18 1 6 1 264 1 82 1 29 9 8 2 
34 4 | 3 182 18 2 
1 28 117 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 | 3 585 2 
34 6 | 3 34 6 2 
7 4 1 36 1 6 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 7 4 1 36 1 15 1 69 21 1 87 1 23 25 179 11 91 2 
25 | 3 6462 
14 26 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 | 3 14 26 1 181 1 151 2 
19 5 1 12 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 19 5 1 4 8 1 82 5 11 6275 46 1 18 1 6 69 9 75 2 
22 4 8 | 3 22 4 43 2 
42 1 4 8 1 4 8 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 42 1 4 135 1 4 8 1 14 1 95 16 2 
1 45 54 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 | 3 244 119 1 42 1 7 1 13 1 144 116 1 25 2 
71 30 1 4 8 | 3 7 12 1 276 2 
119 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 | 3 119 1 15 1 282 1 27 2 
42 1 13 1 6 1 5 55 4 61 | 3 42 1 7 1 37 4 1 106 178 2 
75 10 | 3 269 2 
134 6 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 | 3 134 6 1 81 16 1 6 183 11 2 
22 4 8 | 3 146 49 5 2 
19 5 10 1 4 8 1 4 8 1 4 8 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 19 208 1 119 1 209 1 17 5 11 95 14 2 
52 1 7 4 1 6 1 18 1 18 1 18 1 5 55 4 61 | 3 52 1 19 5 1 59 1 88 481 1 57 712 
33 1 13 1 36 1 6 1 18 1 18 1 5 55 4 61 | 3 62 1 157 167 1 27 1 6 1 285 1 47 1 245 9 82 32 
1 45 54 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 24 1 32 66 | 3 144 5 2 
7 14 1 17 21 1 15 1 6 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 5 55 4 61 | 3 7 14 1 17 21 1 13 1 15 1 282 1 31 4 1 2174 11 1 19 5 1 4 8 1 27 5 43 1 398 399 284 2 
137 101 22 273 22 4 61 1 18 1 18 43 330 | 3 511 101 139 273 22 4 61 8 1 13 6 1 39 4 6 11 2 
22 4 20 1 5 224 | 3 412 2174 11 2 
20 22 4 5 | 3 68 5 12 
99 9 | 3 99 9 2 
14 26 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 14 26 1 223 19 2 
18 43 249 172 175 1 5 224 | 3 4 27 101 22 4 61 1 75 11 2 
6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 | 3 11 371 1 27 1 521 71 334 6 1 6 17 76 11 1 62 6 2 
33 1 13 1 36 1 6 1 18 1 5 55 4 61 | 3 33 1 13 1 36 1 72 23 1 137 4 2 
19 5 1 12 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 37 6 1 7 1 99 1 128 31 63 29 1 137 4 2 
17 20 9 1 47 | 3 111 9 1 151 2 
7 23 1 15 1 6 1 18 1 18 1 18 1 5 55 4 61 | 3 7 23 1 99 9 1 14 26 1 171 22 19 1 376 2 
34 6 1 12 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 1 6 | 3 34 6 1 52 1 7 4 1 79 4 1 363 5 2 
